source_file,category,title_in_contents,in_index_116,role,include_in_master,decision
miscelanea/mams08.txt,miscelanea,A Paixão de Jesus (1904),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams09.txt,miscelanea,Gonçalves Dias (1906),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams10.txt,miscelanea,A Estátua de José de Alencar (1906),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps01.txt,poesia,Crisálidas (1864),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps02.txt,poesia,Falenas (1870),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps03.txt,poesia,Americanas (1875),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps04.txt,poesia,Gazeta de Holanda (1886-88),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps05.txt,poesia,Ocidentais (1901),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps06.txt,poesia,O Almada (1908),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
poesia/maps07.txt,poesia,Dispersas (1854-1939),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm01.txt,romance,Ressurreição (1872),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm02.txt,romance,A Mão e a Luva (1874),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm03.txt,romance,Helena (1876),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm04.txt,romance,Iaiá Garcia (1878),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm05.txt,romance,Memórias Póstumas de Brás Cubas (1881),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm06.txt,romance,Casa Velha (1885),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm07.txt,romance,Quincas Borba (1891),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm08.txt,romance,Dom Casmurro (1899),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm09.txt,romance,Esaú e Jacó (1904),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
romance/marm10.txt,romance,Memorial de Aires (1908),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt01.txt,teatro,As forcas caudinas (1956),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt02.txt,teatro,"Hoje avental, amanhã luva (1860)",True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt03.txt,teatro,Desencantos (1861),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt04.txt,teatro,O caminho da porta / O protocolo (1863),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt05.txt,teatro,Quase ministro (1864),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt06.txt,teatro,Os deuses de casaca (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt07.txt,teatro,O bote de rapé (1878),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt08.txt,teatro,"Tu, só tu, puro amor (1880)",True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt09.txt,teatro,Não consultes médico (1899),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
teatro/matt10.txt,teatro,Lição de botânica (1906),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
traducao/matr01.txt,traducao,Suplício de uma mulher (1865),True,item_indexado,False,tradução integral de obra alheia
traducao/matr02.txt,traducao,Os trabalhadores do mar (1866),True,item_indexado,False,tradução integral de obra alheia
traducao/matr03.txt,traducao,Oliver Twist (1870),True,item_indexado,False,tradução integral de obra alheia
